"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Private Insurance","2","Unknown or Not Stated","99",354,12.98
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","No prenatal care","00",19,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","1st month","01",47,12.35
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","2nd month","02",202,12.98
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","3rd month","03",203,11.94
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","4th month","04",79,10.61
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","5th month","05",44,10.18
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","6th month","06",26,7.85
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","7th month","07",30,7.33
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","8th month","08",36,4.36
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","9th month","09",16,2.94
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Self Pay","3","Unknown or Not Stated","99",15,11.60
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","No prenatal care","00",13,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","1st month","01",81,13.40
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","2nd month","02",329,13.21
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","3rd month","03",282,11.48
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","4th month","04",64,11.55
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","5th month","05",24,8.50
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","7th month","07",11,5.33
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Other","4","Unknown or Not Stated","99",26,6.00
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Unknown or Not Stated","9","2nd month","02",42,11.50
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Unknown or Not Stated","9","3rd month","03",69,10.92
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Unknown or Not Stated","9","4th month","04",17,11.06
,"2022","2022","Division 9: Pacific","CENS-D9","40-44 years","40-44","Unknown or Not Stated","9","Unknown or Not Stated","99",51,Not Applicable
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","No prenatal care","00",10,0.00
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","1st month","01",35,13.94
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","2nd month","02",137,12.53
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","3rd month","03",165,12.31
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","4th month","04",57,11.77
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","5th month","05",30,10.50
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","6th month","06",21,9.00
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Medicaid","1","Unknown or Not Stated","99",20,7.50
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","1st month","01",171,15.47
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","2nd month","02",553,14.02
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","3rd month","03",617,12.44
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","4th month","04",120,10.95
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","5th month","05",36,11.09
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","6th month","06",17,9.18
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","7th month","07",13,6.69
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Private Insurance","2","Unknown or Not Stated","99",42,15.40
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Self Pay","3","2nd month","02",12,13.00
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Self Pay","3","3rd month","03",24,12.32
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Self Pay","3","4th month","04",13,11.46
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Other","4","2nd month","02",25,10.52
,"2022","2022","Division 9: Pacific","CENS-D9","45-49 years","45-49","Other","4","3rd month","03",24,11.88
,"2022","2022","Division 9: Pacific","CENS-D9","50 years and over","50+","Medicaid","1","1st month","01",12,15.58
,"2022","2022","Division 9: Pacific","CENS-D9","50 years and over","50+","Medicaid","1","2nd month","02",10,13.20
,"2022","2022","Division 9: Pacific","CENS-D9","50 years and over","50+","Medicaid","1","3rd month","03",10,11.56
,"2022","2022","Division 9: Pacific","CENS-D9","50 years and over","50+","Private Insurance","2","1st month","01",37,15.19
,"2022","2022","Division 9: Pacific","CENS-D9","50 years and over","50+","Private Insurance","2","2nd month","02",96,14.41
,"2022","2022","Division 9: Pacific","CENS-D9","50 years and over","50+","Private Insurance","2","3rd month","03",106,11.61
,"2022","2022","Division 9: Pacific","CENS-D9","50 years and over","50+","Private Insurance","2","4th month","04",22,12.59
,"2023","2023","Division 1: New England","CENS-D1","Under 15 years","15","Medicaid","1","3rd month","03",11,10.82
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","No prenatal care","00",32,0.00
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","1st month","01",56,12.00
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","2nd month","02",609,12.16
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","3rd month","03",802,10.99
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","4th month","04",330,10.10
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","5th month","05",148,9.01
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","6th month","06",104,7.85
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","7th month","07",88,6.82
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","8th month","08",72,4.67
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","9th month","09",35,2.86
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",21,10.20
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","1st month","01",12,13.00
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","2nd month","02",179,11.92
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","3rd month","03",188,10.81
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","4th month","04",67,10.33
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","5th month","05",38,8.53
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","6th month","06",18,8.11
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","7th month","07",17,6.88
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","8th month","08",12,4.92
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Self Pay","3","3rd month","03",11,9.64
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Other","4","2nd month","02",16,10.25
,"2023","2023","Division 1: New England","CENS-D1","15-19 years","15-19","Other","4","3rd month","03",32,10.62
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","No prenatal care","00",125,0.00
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","1st month","01",247,13.00
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","2nd month","02",3115,12.36
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","3rd month","03",3622,11.41
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","4th month","04",1041,10.20
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","5th month","05",522,9.13
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","6th month","06",328,8.20
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","7th month","07",279,7.19
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","8th month","08",226,5.20
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","9th month","09",108,3.30
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",83,7.76
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","No prenatal care","00",40,0.00
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","1st month","01",110,13.37
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","2nd month","02",1660,12.55
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","3rd month","03",1734,11.76
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","4th month","04",339,10.41
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","5th month","05",163,9.74
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","6th month","06",119,8.32
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","7th month","07",70,8.06
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","8th month","08",66,5.33
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","9th month","09",34,3.44
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",14,7.33
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","No prenatal care","00",14,0.00
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","2nd month","02",54,11.98
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","3rd month","03",52,10.88
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","4th month","04",33,9.97
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","5th month","05",10,7.78
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","6th month","06",15,7.79
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","8th month","08",11,5.18
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","9th month","09",10,2.80
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",10,9.33
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","2nd month","02",133,11.95
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","3rd month","03",200,11.62
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","4th month","04",47,10.30
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","5th month","05",28,9.46
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","6th month","06",12,9.08
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","7th month","07",14,8.07
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","8th month","08",13,4.31
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",11,12.64
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Unknown or Not Stated","9","3rd month","03",13,11.00
,"2023","2023","Division 1: New England","CENS-D1","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",15,Not Applicable
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","No prenatal care","00",182,0.00
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","1st month","01",311,12.59
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","2nd month","02",4541,12.47
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","3rd month","03",5590,11.54
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","4th month","04",1425,10.14
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","5th month","05",660,9.24
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","6th month","06",421,8.33
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","7th month","07",370,6.77
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","8th month","08",265,5.28
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","9th month","09",104,3.22
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",115,6.63
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","No prenatal care","00",65,0.00
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","1st month","01",388,12.67
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","2nd month","02",6924,12.76
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","3rd month","03",6677,11.87
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","4th month","04",893,10.82
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","5th month","05",330,9.66
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","6th month","06",215,8.65
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","7th month","07",199,7.29
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","8th month","08",140,5.79
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","9th month","09",47,3.87
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",88,10.81
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","No prenatal care","00",35,0.00
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","1st month","01",12,12.75
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","2nd month","02",133,12.03
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","3rd month","03",173,11.13
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","4th month","04",53,9.85
,"2023","2023","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","5th month","05",31,9.07
