"Notes","Year","Year Code","State of Residence","State of Residence Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2022","2022","Kentucky","21","Self Pay","3","Vaginal","1","At least one checked","0",33
,"2022","2022","Kentucky","21","Self Pay","3","Vaginal","1","None checked","1",1698
,"2022","2022","Kentucky","21","Self Pay","3","Vaginal","1","Unknown or Not Stated","9",32
,"2022","2022","Kentucky","21","Self Pay","3","Cesarean","2","None checked","1",368
,"2022","2022","Kentucky","21","Other","4","Vaginal","1","At least one checked","0",46
,"2022","2022","Kentucky","21","Other","4","Vaginal","1","None checked","1",2543
,"2022","2022","Kentucky","21","Other","4","Cesarean","2","At least one checked","0",20
,"2022","2022","Kentucky","21","Other","4","Cesarean","2","None checked","1",1257
,"2022","2022","Kentucky","21","Unknown or Not Stated","9","Vaginal","1","None checked","1",355
,"2022","2022","Kentucky","21","Unknown or Not Stated","9","Vaginal","1","Unknown or Not Stated","9",19
,"2022","2022","Kentucky","21","Unknown or Not Stated","9","Cesarean","2","None checked","1",137
,"2022","2022","Louisiana","22","Medicaid","1","Vaginal","1","At least one checked","0",201
,"2022","2022","Louisiana","22","Medicaid","1","Vaginal","1","None checked","1",22291
,"2022","2022","Louisiana","22","Medicaid","1","Cesarean","2","At least one checked","0",160
,"2022","2022","Louisiana","22","Medicaid","1","Cesarean","2","None checked","1",11990
,"2022","2022","Louisiana","22","Private Insurance","2","Vaginal","1","At least one checked","0",177
,"2022","2022","Louisiana","22","Private Insurance","2","Vaginal","1","None checked","1",11548
,"2022","2022","Louisiana","22","Private Insurance","2","Cesarean","2","At least one checked","0",65
,"2022","2022","Louisiana","22","Private Insurance","2","Cesarean","2","None checked","1",6911
,"2022","2022","Louisiana","22","Self Pay","3","Vaginal","1","None checked","1",517
,"2022","2022","Louisiana","22","Self Pay","3","Cesarean","2","None checked","1",138
,"2022","2022","Louisiana","22","Other","4","Vaginal","1","At least one checked","0",13
,"2022","2022","Louisiana","22","Other","4","Vaginal","1","None checked","1",1659
,"2022","2022","Louisiana","22","Other","4","Cesarean","2","At least one checked","0",11
,"2022","2022","Louisiana","22","Other","4","Cesarean","2","None checked","1",774
,"2022","2022","Louisiana","22","Unknown or Not Stated","9","Vaginal","1","None checked","1",11
,"2022","2022","Maine","23","Medicaid","1","Vaginal","1","At least one checked","0",61
,"2022","2022","Maine","23","Medicaid","1","Vaginal","1","None checked","1",2997
,"2022","2022","Maine","23","Medicaid","1","Cesarean","2","At least one checked","0",25
,"2022","2022","Maine","23","Medicaid","1","Cesarean","2","None checked","1",1376
,"2022","2022","Maine","23","Private Insurance","2","Vaginal","1","At least one checked","0",200
,"2022","2022","Maine","23","Private Insurance","2","Vaginal","1","None checked","1",4194
,"2022","2022","Maine","23","Private Insurance","2","Cesarean","2","At least one checked","0",18
,"2022","2022","Maine","23","Private Insurance","2","Cesarean","2","None checked","1",2191
,"2022","2022","Maine","23","Self Pay","3","Vaginal","1","At least one checked","0",17
,"2022","2022","Maine","23","Self Pay","3","Vaginal","1","None checked","1",448
,"2022","2022","Maine","23","Self Pay","3","Cesarean","2","None checked","1",64
,"2022","2022","Maine","23","Other","4","Vaginal","1","None checked","1",256
,"2022","2022","Maine","23","Other","4","Cesarean","2","None checked","1",132
,"2022","2022","Maine","23","Unknown or Not Stated","9","Vaginal","1","None checked","1",74
,"2022","2022","Maine","23","Unknown or Not Stated","9","Cesarean","2","None checked","1",20
,"2022","2022","Maryland","24","Medicaid","1","Vaginal","1","At least one checked","0",181
,"2022","2022","Maryland","24","Medicaid","1","Vaginal","1","None checked","1",18253
,"2022","2022","Maryland","24","Medicaid","1","Cesarean","2","At least one checked","0",210
,"2022","2022","Maryland","24","Medicaid","1","Cesarean","2","None checked","1",8927
,"2022","2022","Maryland","24","Private Insurance","2","Vaginal","1","At least one checked","0",451
,"2022","2022","Maryland","24","Private Insurance","2","Vaginal","1","None checked","1",22504
,"2022","2022","Maryland","24","Private Insurance","2","Cesarean","2","At least one checked","0",149
,"2022","2022","Maryland","24","Private Insurance","2","Cesarean","2","None checked","1",12970
,"2022","2022","Maryland","24","Self Pay","3","Vaginal","1","At least one checked","0",23
,"2022","2022","Maryland","24","Self Pay","3","Vaginal","1","None checked","1",1887
,"2022","2022","Maryland","24","Self Pay","3","Cesarean","2","None checked","1",535
,"2022","2022","Maryland","24","Other","4","Vaginal","1","At least one checked","0",29
,"2022","2022","Maryland","24","Other","4","Vaginal","1","None checked","1",1629
,"2022","2022","Maryland","24","Other","4","Cesarean","2","At least one checked","0",12
,"2022","2022","Maryland","24","Other","4","Cesarean","2","None checked","1",717
,"2022","2022","Maryland","24","Unknown or Not Stated","9","Vaginal","1","None checked","1",190
,"2022","2022","Maryland","24","Unknown or Not Stated","9","Cesarean","2","None checked","1",66
,"2022","2022","Massachusetts","25","Medicaid","1","Vaginal","1","At least one checked","0",226
,"2022","2022","Massachusetts","25","Medicaid","1","Vaginal","1","None checked","1",13892
,"2022","2022","Massachusetts","25","Medicaid","1","Cesarean","2","At least one checked","0",119
,"2022","2022","Massachusetts","25","Medicaid","1","Cesarean","2","None checked","1",7079
,"2022","2022","Massachusetts","25","Private Insurance","2","Vaginal","1","At least one checked","0",800
,"2022","2022","Massachusetts","25","Private Insurance","2","Vaginal","1","None checked","1",28956
,"2022","2022","Massachusetts","25","Private Insurance","2","Cesarean","2","At least one checked","0",193
,"2022","2022","Massachusetts","25","Private Insurance","2","Cesarean","2","None checked","1",14473
,"2022","2022","Massachusetts","25","Self Pay","3","Vaginal","1","None checked","1",310
,"2022","2022","Massachusetts","25","Self Pay","3","Cesarean","2","None checked","1",68
,"2022","2022","Massachusetts","25","Other","4","Vaginal","1","At least one checked","0",13
,"2022","2022","Massachusetts","25","Other","4","Vaginal","1","None checked","1",1474
,"2022","2022","Massachusetts","25","Other","4","Cesarean","2","None checked","1",704
,"2022","2022","Massachusetts","25","Unknown or Not Stated","9","Vaginal","1","None checked","1",70
,"2022","2022","Massachusetts","25","Unknown or Not Stated","9","Cesarean","2","None checked","1",11
,"2022","2022","Massachusetts","25","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",161
,"2022","2022","Michigan","26","Medicaid","1","Vaginal","1","At least one checked","0",252
,"2022","2022","Michigan","26","Medicaid","1","Vaginal","1","None checked","1",25457
,"2022","2022","Michigan","26","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",61
,"2022","2022","Michigan","26","Medicaid","1","Cesarean","2","At least one checked","0",220
,"2022","2022","Michigan","26","Medicaid","1","Cesarean","2","None checked","1",12685
,"2022","2022","Michigan","26","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",25
,"2022","2022","Michigan","26","Medicaid","1","Unknown or Not Stated","9","Unknown or Not Stated","9",10
,"2022","2022","Michigan","26","Private Insurance","2","Vaginal","1","At least one checked","0",804
,"2022","2022","Michigan","26","Private Insurance","2","Vaginal","1","None checked","1",37758
,"2022","2022","Michigan","26","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",75
,"2022","2022","Michigan","26","Private Insurance","2","Cesarean","2","At least one checked","0",332
,"2022","2022","Michigan","26","Private Insurance","2","Cesarean","2","None checked","1",19692
,"2022","2022","Michigan","26","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",21
,"2022","2022","Michigan","26","Self Pay","3","Vaginal","1","At least one checked","0",23
,"2022","2022","Michigan","26","Self Pay","3","Vaginal","1","None checked","1",2503
,"2022","2022","Michigan","26","Self Pay","3","Cesarean","2","None checked","1",220
,"2022","2022","Michigan","26","Other","4","Vaginal","1","None checked","1",906
,"2022","2022","Michigan","26","Other","4","Cesarean","2","At least one checked","0",12
,"2022","2022","Michigan","26","Other","4","Cesarean","2","None checked","1",442
,"2022","2022","Michigan","26","Unknown or Not Stated","9","Vaginal","1","None checked","1",515
,"2022","2022","Michigan","26","Unknown or Not Stated","9","Cesarean","2","None checked","1",236
,"2022","2022","Minnesota","27","Medicaid","1","Vaginal","1","At least one checked","0",267
,"2022","2022","Minnesota","27","Medicaid","1","Vaginal","1","None checked","1",14656
,"2022","2022","Minnesota","27","Medicaid","1","Cesarean","2","At least one checked","0",104
,"2022","2022","Minnesota","27","Medicaid","1","Cesarean","2","None checked","1",6040
,"2022","2022","Minnesota","27","Private Insurance","2","Vaginal","1","At least one checked","0",711
,"2022","2022","Minnesota","27","Private Insurance","2","Vaginal","1","None checked","1",27020
,"2022","2022","Minnesota","27","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",11
,"2022","2022","Minnesota","27","Private Insurance","2","Cesarean","2","At least one checked","0",177
,"2022","2022","Minnesota","27","Private Insurance","2","Cesarean","2","None checked","1",12341
,"2022","2022","Minnesota","27","Self Pay","3","Vaginal","1","At least one checked","0",28
,"2022","2022","Minnesota","27","Self Pay","3","Vaginal","1","None checked","1",1315
,"2022","2022","Minnesota","27","Self Pay","3","Vaginal","1","Unknown or Not Stated","9",15
,"2022","2022","Minnesota","27","Self Pay","3","Cesarean","2","None checked","1",160
,"2022","2022","Minnesota","27","Self Pay","3","Unknown or Not Stated","9","None checked","1",31
,"2022","2022","Minnesota","27","Other","4","Vaginal","1","At least one checked","0",15
,"2022","2022","Minnesota","27","Other","4","Vaginal","1","None checked","1",603
,"2022","2022","Minnesota","27","Other","4","Cesarean","2","None checked","1",255
,"2022","2022","Minnesota","27","Unknown or Not Stated","9","Vaginal","1","None checked","1",133
,"2022","2022","Minnesota","27","Unknown or Not Stated","9","Cesarean","2","None checked","1",53
,"2022","2022","Minnesota","27","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",20
,"2022","2022","Mississippi","28","Medicaid","1","Vaginal","1","At least one checked","0",116
,"2022","2022","Mississippi","28","Medicaid","1","Vaginal","1","None checked","1",12119
,"2022","2022","Mississippi","28","Medicaid","1","Cesarean","2","At least one checked","0",88
,"2022","2022","Mississippi","28","Medicaid","1","Cesarean","2","None checked","1",7540
,"2022","2022","Mississippi","28","Private Insurance","2","Vaginal","1","At least one checked","0",103
,"2022","2022","Mississippi","28","Private Insurance","2","Vaginal","1","None checked","1",7690
,"2022","2022","Mississippi","28","Private Insurance","2","Cesarean","2","At least one checked","0",47
,"2022","2022","Mississippi","28","Private Insurance","2","Cesarean","2","None checked","1",5185
,"2022","2022","Mississippi","28","Self Pay","3","Vaginal","1","At least one checked","0",16
,"2022","2022","Mississippi","28","Self Pay","3","Vaginal","1","None checked","1",1043
,"2022","2022","Mississippi","28","Self Pay","3","Cesarean","2","None checked","1",338
,"2022","2022","Mississippi","28","Other","4","Vaginal","1","None checked","1",218
,"2022","2022","Mississippi","28","Other","4","Cesarean","2","None checked","1",124
,"2022","2022","Mississippi","28","Unknown or Not Stated","9","Vaginal","1","None checked","1",14
,"2022","2022","Missouri","29","Medicaid","1","Vaginal","1","At least one checked","0",192
,"2022","2022","Missouri","29","Medicaid","1","Vaginal","1","None checked","1",18459
,"2022","2022","Missouri","29","Medicaid","1","Cesarean","2","At least one checked","0",150
,"2022","2022","Missouri","29","Medicaid","1","Cesarean","2","None checked","1",7838
,"2022","2022","Missouri","29","Medicaid","1","Unknown or Not Stated","9","None checked","1",18
,"2022","2022","Missouri","29","Private Insurance","2","Vaginal","1","At least one checked","0",483
,"2022","2022","Missouri","29","Private Insurance","2","Vaginal","1","None checked","1",24589
,"2022","2022","Missouri","29","Private Insurance","2","Cesarean","2","At least one checked","0",141
,"2022","2022","Missouri","29","Private Insurance","2","Cesarean","2","None checked","1",11752
,"2022","2022","Missouri","29","Private Insurance","2","Unknown or Not Stated","9","None checked","1",32
,"2022","2022","Missouri","29","Self Pay","3","Vaginal","1","At least one checked","0",16
,"2022","2022","Missouri","29","Self Pay","3","Vaginal","1","None checked","1",2657
,"2022","2022","Missouri","29","Self Pay","3","Cesarean","2","None checked","1",331
,"2022","2022","Missouri","29","Other","4","Vaginal","1","At least one checked","0",15
,"2022","2022","Missouri","29","Other","4","Vaginal","1","None checked","1",833
,"2022","2022","Missouri","29","Other","4","Cesarean","2","None checked","1",355
,"2022","2022","Missouri","29","Unknown or Not Stated","9","Vaginal","1","None checked","1",714
,"2022","2022","Missouri","29","Unknown or Not Stated","9","Cesarean","2","None checked","1",372
,"2022","2022","Montana","30","Medicaid","1","Vaginal","1","At least one checked","0",44
,"2022","2022","Montana","30","Medicaid","1","Vaginal","1","None checked","1",2870
,"2022","2022","Montana","30","Medicaid","1","Cesarean","2","At least one checked","0",29
,"2022","2022","Montana","30","Medicaid","1","Cesarean","2","None checked","1",1098
,"2022","2022","Montana","30","Private Insurance","2","Vaginal","1","At least one checked","0",81
,"2022","2022","Montana","30","Private Insurance","2","Vaginal","1","None checked","1",4043
,"2022","2022","Montana","30","Private Insurance","2","Cesarean","2","At least one checked","0",23
,"2022","2022","Montana","30","Private Insurance","2","Cesarean","2","None checked","1",1627
,"2022","2022","Montana","30","Self Pay","3","Vaginal","1","At least one checked","0",11
,"2022","2022","Montana","30","Self Pay","3","Vaginal","1","None checked","1",740
,"2022","2022","Montana","30","Self Pay","3","Cesarean","2","None checked","1",116
