"Notes","Year","Year Code","State of Residence","State of Residence Code","Age of Mother 9","Age of Mother 9 Code","Mother's Pre-pregnancy BMI","Mother's Pre-pregnancy BMI Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2024","2024","Florida","12","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",786
,"2024","2024","Florida","12","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",308
,"2024","2024","Florida","12","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",172
,"2024","2024","Florida","12","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",259
,"2024","2024","Florida","12","15-19 years","15-19","Unknown or Not Stated","9","Unknown or Not Stated","9",91
,"2024","2024","Florida","12","20-24 years","20-24","Underweight <18.5","1","At least one checked","0",20
,"2024","2024","Florida","12","20-24 years","20-24","Underweight <18.5","1","None checked","1",1705
,"2024","2024","Florida","12","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",150
,"2024","2024","Florida","12","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",13639
,"2024","2024","Florida","12","20-24 years","20-24","Normal 18.5-24.9","2","Unknown or Not Stated","9",88
,"2024","2024","Florida","12","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",73
,"2024","2024","Florida","12","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",9075
,"2024","2024","Florida","12","20-24 years","20-24","Overweight 25.0-29.9","3","Unknown or Not Stated","9",59
,"2024","2024","Florida","12","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",47
,"2024","2024","Florida","12","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",5092
,"2024","2024","Florida","12","20-24 years","20-24","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",27
,"2024","2024","Florida","12","20-24 years","20-24","Obesity II 35.0-39.9","5","At least one checked","0",22
,"2024","2024","Florida","12","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",2465
,"2024","2024","Florida","12","20-24 years","20-24","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",12
,"2024","2024","Florida","12","20-24 years","20-24","Extreme Obesity III > 39.9","6","At least one checked","0",13
,"2024","2024","Florida","12","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",1599
,"2024","2024","Florida","12","20-24 years","20-24","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",13
,"2024","2024","Florida","12","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",798
,"2024","2024","Florida","12","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","9",367
,"2024","2024","Florida","12","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",13
,"2024","2024","Florida","12","25-29 years","25-29","Underweight <18.5","1","None checked","1",1662
,"2024","2024","Florida","12","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",237
,"2024","2024","Florida","12","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",21315
,"2024","2024","Florida","12","25-29 years","25-29","Normal 18.5-24.9","2","Unknown or Not Stated","9",151
,"2024","2024","Florida","12","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",162
,"2024","2024","Florida","12","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",17072
,"2024","2024","Florida","12","25-29 years","25-29","Overweight 25.0-29.9","3","Unknown or Not Stated","9",101
,"2024","2024","Florida","12","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",83
,"2024","2024","Florida","12","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",9856
,"2024","2024","Florida","12","25-29 years","25-29","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",50
,"2024","2024","Florida","12","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",35
,"2024","2024","Florida","12","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",4751
,"2024","2024","Florida","12","25-29 years","25-29","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",20
,"2024","2024","Florida","12","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",20
,"2024","2024","Florida","12","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",3194
,"2024","2024","Florida","12","25-29 years","25-29","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",21
,"2024","2024","Florida","12","25-29 years","25-29","Unknown or Not Stated","9","At least one checked","0",17
,"2024","2024","Florida","12","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",1276
,"2024","2024","Florida","12","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","9",555
,"2024","2024","Florida","12","30-34 years","30-34","Underweight <18.5","1","At least one checked","0",18
,"2024","2024","Florida","12","30-34 years","30-34","Underweight <18.5","1","None checked","1",1351
,"2024","2024","Florida","12","30-34 years","30-34","Underweight <18.5","1","Unknown or Not Stated","9",12
,"2024","2024","Florida","12","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",252
,"2024","2024","Florida","12","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",24963
,"2024","2024","Florida","12","30-34 years","30-34","Normal 18.5-24.9","2","Unknown or Not Stated","9",123
,"2024","2024","Florida","12","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",201
,"2024","2024","Florida","12","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",20080
,"2024","2024","Florida","12","30-34 years","30-34","Overweight 25.0-29.9","3","Unknown or Not Stated","9",115
,"2024","2024","Florida","12","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",104
,"2024","2024","Florida","12","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",11034
,"2024","2024","Florida","12","30-34 years","30-34","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",69
,"2024","2024","Florida","12","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",45
,"2024","2024","Florida","12","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",5120
,"2024","2024","Florida","12","30-34 years","30-34","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",33
,"2024","2024","Florida","12","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",30
,"2024","2024","Florida","12","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",3409
,"2024","2024","Florida","12","30-34 years","30-34","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",24
,"2024","2024","Florida","12","30-34 years","30-34","Unknown or Not Stated","9","At least one checked","0",20
,"2024","2024","Florida","12","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",1439
,"2024","2024","Florida","12","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","9",631
,"2024","2024","Florida","12","35-39 years","35-39","Underweight <18.5","1","None checked","1",705
,"2024","2024","Florida","12","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",136
,"2024","2024","Florida","12","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",14277
,"2024","2024","Florida","12","35-39 years","35-39","Normal 18.5-24.9","2","Unknown or Not Stated","9",61
,"2024","2024","Florida","12","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",97
,"2024","2024","Florida","12","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",12005
,"2024","2024","Florida","12","35-39 years","35-39","Overweight 25.0-29.9","3","Unknown or Not Stated","9",61
,"2024","2024","Florida","12","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",62
,"2024","2024","Florida","12","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",6817
,"2024","2024","Florida","12","35-39 years","35-39","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",43
,"2024","2024","Florida","12","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",33
,"2024","2024","Florida","12","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",3080
,"2024","2024","Florida","12","35-39 years","35-39","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",14
,"2024","2024","Florida","12","35-39 years","35-39","Extreme Obesity III > 39.9","6","At least one checked","0",18
,"2024","2024","Florida","12","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",2012
,"2024","2024","Florida","12","35-39 years","35-39","Extreme Obesity III > 39.9","6","Unknown or Not Stated","9",15
,"2024","2024","Florida","12","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",874
,"2024","2024","Florida","12","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","9",375
,"2024","2024","Florida","12","40-44 years","40-44","Underweight <18.5","1","None checked","1",158
,"2024","2024","Florida","12","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",32
,"2024","2024","Florida","12","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",3348
,"2024","2024","Florida","12","40-44 years","40-44","Normal 18.5-24.9","2","Unknown or Not Stated","9",17
,"2024","2024","Florida","12","40-44 years","40-44","Overweight 25.0-29.9","3","At least one checked","0",20
,"2024","2024","Florida","12","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",3035
,"2024","2024","Florida","12","40-44 years","40-44","Overweight 25.0-29.9","3","Unknown or Not Stated","9",24
,"2024","2024","Florida","12","40-44 years","40-44","Obesity I 30.0-34.9","4","At least one checked","0",15
,"2024","2024","Florida","12","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",1746
,"2024","2024","Florida","12","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",792
,"2024","2024","Florida","12","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",508
,"2024","2024","Florida","12","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",211
,"2024","2024","Florida","12","40-44 years","40-44","Unknown or Not Stated","9","Unknown or Not Stated","9",109
,"2024","2024","Florida","12","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",252
,"2024","2024","Florida","12","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",222
,"2024","2024","Florida","12","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",111
,"2024","2024","Florida","12","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",42
,"2024","2024","Florida","12","45-49 years","45-49","Extreme Obesity III > 39.9","6","None checked","1",29
,"2024","2024","Florida","12","45-49 years","45-49","Unknown or Not Stated","9","None checked","1",14
,"2024","2024","Florida","12","50 years and over","50+","Normal 18.5-24.9","2","None checked","1",24
,"2024","2024","Florida","12","50 years and over","50+","Overweight 25.0-29.9","3","None checked","1",23
,"2024","2024","Florida","12","50 years and over","50+","Obesity I 30.0-34.9","4","None checked","1",12
,"2024","2024","Georgia","13","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",46
,"2024","2024","Georgia","13","Under 15 years","15","Overweight 25.0-29.9","3","None checked","1",15
,"2024","2024","Georgia","13","15-19 years","15-19","Underweight <18.5","1","At least one checked","0",10
,"2024","2024","Georgia","13","15-19 years","15-19","Underweight <18.5","1","None checked","1",487
,"2024","2024","Georgia","13","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",55
,"2024","2024","Georgia","13","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",2888
,"2024","2024","Georgia","13","15-19 years","15-19","Overweight 25.0-29.9","3","At least one checked","0",27
,"2024","2024","Georgia","13","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",1411
,"2024","2024","Georgia","13","15-19 years","15-19","Obesity I 30.0-34.9","4","At least one checked","0",10
,"2024","2024","Georgia","13","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",693
,"2024","2024","Georgia","13","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",280
,"2024","2024","Georgia","13","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",186
,"2024","2024","Georgia","13","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",45
,"2024","2024","Georgia","13","20-24 years","20-24","Underweight <18.5","1","At least one checked","0",16
,"2024","2024","Georgia","13","20-24 years","20-24","Underweight <18.5","1","None checked","1",1008
,"2024","2024","Georgia","13","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",135
,"2024","2024","Georgia","13","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",9474
,"2024","2024","Georgia","13","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",84
,"2024","2024","Georgia","13","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",6384
,"2024","2024","Georgia","13","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",43
,"2024","2024","Georgia","13","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",3794
,"2024","2024","Georgia","13","20-24 years","20-24","Obesity II 35.0-39.9","5","At least one checked","0",33
,"2024","2024","Georgia","13","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",1991
,"2024","2024","Georgia","13","20-24 years","20-24","Extreme Obesity III > 39.9","6","At least one checked","0",21
,"2024","2024","Georgia","13","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",1448
,"2024","2024","Georgia","13","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",134
,"2024","2024","Georgia","13","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",15
,"2024","2024","Georgia","13","25-29 years","25-29","Underweight <18.5","1","None checked","1",806
,"2024","2024","Georgia","13","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",210
,"2024","2024","Georgia","13","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",12482
,"2024","2024","Georgia","13","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",126
,"2024","2024","Georgia","13","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",9831
,"2024","2024","Georgia","13","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",67
,"2024","2024","Georgia","13","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",6070
,"2024","2024","Georgia","13","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",29
,"2024","2024","Georgia","13","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",3258
,"2024","2024","Georgia","13","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",43
,"2024","2024","Georgia","13","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",2602
,"2024","2024","Georgia","13","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",217
,"2024","2024","Georgia","13","30-34 years","30-34","Underweight <18.5","1","At least one checked","0",13
,"2024","2024","Georgia","13","30-34 years","30-34","Underweight <18.5","1","None checked","1",626
,"2024","2024","Georgia","13","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",209
,"2024","2024","Georgia","13","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",13290
,"2024","2024","Georgia","13","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",143
,"2024","2024","Georgia","13","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",9979
,"2024","2024","Georgia","13","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",77
,"2024","2024","Georgia","13","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",5914
,"2024","2024","Georgia","13","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",44
,"2024","2024","Georgia","13","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",3098
,"2024","2024","Georgia","13","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",35
,"2024","2024","Georgia","13","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",2508
,"2024","2024","Georgia","13","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",186
,"2024","2024","Georgia","13","35-39 years","35-39","Underweight <18.5","1","At least one checked","0",10
,"2024","2024","Georgia","13","35-39 years","35-39","Underweight <18.5","1","None checked","1",273
,"2024","2024","Georgia","13","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",100
,"2024","2024","Georgia","13","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",6759
,"2024","2024","Georgia","13","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",80
,"2024","2024","Georgia","13","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",5307
,"2024","2024","Georgia","13","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",36
,"2024","2024","Georgia","13","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",3232
,"2024","2024","Georgia","13","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",23
,"2024","2024","Georgia","13","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",1678
,"2024","2024","Georgia","13","35-39 years","35-39","Extreme Obesity III > 39.9","6","At least one checked","0",18
,"2024","2024","Georgia","13","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",1286
,"2024","2024","Georgia","13","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",102
,"2024","2024","Georgia","13","40-44 years","40-44","Underweight <18.5","1","None checked","1",56
,"2024","2024","Georgia","13","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",25
,"2024","2024","Georgia","13","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",1498
,"2024","2024","Georgia","13","40-44 years","40-44","Overweight 25.0-29.9","3","At least one checked","0",16
,"2024","2024","Georgia","13","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",1341
,"2024","2024","Georgia","13","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",854
,"2024","2024","Georgia","13","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",395
,"2024","2024","Georgia","13","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",281
,"2024","2024","Georgia","13","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",26
,"2024","2024","Georgia","13","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",117
,"2024","2024","Georgia","13","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",83
,"2024","2024","Georgia","13","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",49
,"2024","2024","Georgia","13","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",28
,"2024","2024","Georgia","13","45-49 years","45-49","Extreme Obesity III > 39.9","6","None checked","1",15
,"2024","2024","Georgia","13","50 years and over","50+","Normal 18.5-24.9","2","None checked","1",18
,"2024","2024","Georgia","13","50 years and over","50+","Overweight 25.0-29.9","3","None checked","1",10
,"2024","2024","Hawaii","15","15-19 years","15-19","Underweight <18.5","1","None checked","1",13
,"2024","2024","Hawaii","15","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",183
,"2024","2024","Hawaii","15","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",96
,"2024","2024","Hawaii","15","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",52
,"2024","2024","Hawaii","15","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",21
,"2024","2024","Hawaii","15","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",36
,"2024","2024","Hawaii","15","20-24 years","20-24","Underweight <18.5","1","None checked","1",81
,"2024","2024","Hawaii","15","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",19
,"2024","2024","Hawaii","15","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",858
,"2024","2024","Hawaii","15","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",10
,"2024","2024","Hawaii","15","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",635
,"2024","2024","Hawaii","15","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",364
,"2024","2024","Hawaii","15","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",161
,"2024","2024","Hawaii","15","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",89
,"2024","2024","Hawaii","15","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",163
,"2024","2024","Hawaii","15","25-29 years","25-29","Underweight <18.5","1","None checked","1",81
,"2024","2024","Hawaii","15","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",21
,"2024","2024","Hawaii","15","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",1300
,"2024","2024","Hawaii","15","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",16
,"2024","2024","Hawaii","15","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",1067
,"2024","2024","Hawaii","15","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",685
,"2024","2024","Hawaii","15","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",320
,"2024","2024","Hawaii","15","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",220
,"2024","2024","Hawaii","15","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",235
,"2024","2024","Hawaii","15","30-34 years","30-34","Underweight <18.5","1","None checked","1",76
,"2024","2024","Hawaii","15","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",31
,"2024","2024","Hawaii","15","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",1565
,"2024","2024","Hawaii","15","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",20
,"2024","2024","Hawaii","15","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",1162
,"2024","2024","Hawaii","15","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",657
,"2024","2024","Hawaii","15","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",344
,"2024","2024","Hawaii","15","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",213
,"2024","2024","Hawaii","15","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",269
,"2024","2024","Hawaii","15","35-39 years","35-39","Underweight <18.5","1","None checked","1",54
,"2024","2024","Hawaii","15","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",21
,"2024","2024","Hawaii","15","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",1140
,"2024","2024","Hawaii","15","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",12
,"2024","2024","Hawaii","15","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",732
,"2024","2024","Hawaii","15","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",416
,"2024","2024","Hawaii","15","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",198
,"2024","2024","Hawaii","15","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",134
,"2024","2024","Hawaii","15","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",183
,"2024","2024","Hawaii","15","40-44 years","40-44","Underweight <18.5","1","None checked","1",16
,"2024","2024","Hawaii","15","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",301
,"2024","2024","Hawaii","15","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",212
,"2024","2024","Hawaii","15","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",137
,"2024","2024","Hawaii","15","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",44
,"2024","2024","Hawaii","15","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",32
,"2024","2024","Hawaii","15","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",48
,"2024","2024","Hawaii","15","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",25
,"2024","2024","Hawaii","15","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",18
,"2024","2024","Hawaii","15","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",14
,"2024","2024","Idaho","16","15-19 years","15-19","Underweight <18.5","1","None checked","1",67
,"2024","2024","Idaho","16","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",359
,"2024","2024","Idaho","16","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",155
,"2024","2024","Idaho","16","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",94
,"2024","2024","Idaho","16","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",41
,"2024","2024","Idaho","16","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",22
,"2024","2024","Idaho","16","20-24 years","20-24","Underweight <18.5","1","None checked","1",223
,"2024","2024","Idaho","16","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",31
,"2024","2024","Idaho","16","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",2095
,"2024","2024","Idaho","16","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",27
,"2024","2024","Idaho","16","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",1252
,"2024","2024","Idaho","16","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",17
,"2024","2024","Idaho","16","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",658
,"2024","2024","Idaho","16","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",339
,"2024","2024","Idaho","16","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",210
,"2024","2024","Idaho","16","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",38
,"2024","2024","Idaho","16","25-29 years","25-29","Underweight <18.5","1","None checked","1",150
,"2024","2024","Idaho","16","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",38
,"2024","2024","Idaho","16","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",2905
,"2024","2024","Idaho","16","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",31
,"2024","2024","Idaho","16","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",1929
,"2024","2024","Idaho","16","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",19
,"2024","2024","Idaho","16","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",1289
,"2024","2024","Idaho","16","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",627
,"2024","2024","Idaho","16","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",433
,"2024","2024","Idaho","16","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",52
,"2024","2024","Idaho","16","30-34 years","30-34","Underweight <18.5","1","None checked","1",93
,"2024","2024","Idaho","16","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",48
,"2024","2024","Idaho","16","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",2406
,"2024","2024","Idaho","16","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",26
,"2024","2024","Idaho","16","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",1705
,"2024","2024","Idaho","16","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",16
,"2024","2024","Idaho","16","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",1101
,"2024","2024","Idaho","16","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",509
,"2024","2024","Idaho","16","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",378
,"2024","2024","Idaho","16","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",60
,"2024","2024","Idaho","16","35-39 years","35-39","Underweight <18.5","1","None checked","1",30
,"2024","2024","Idaho","16","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",14
,"2024","2024","Idaho","16","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",1136
,"2024","2024","Idaho","16","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",11
,"2024","2024","Idaho","16","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",834
,"2024","2024","Idaho","16","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",489
,"2024","2024","Idaho","16","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",255
,"2024","2024","Idaho","16","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",170
,"2024","2024","Idaho","16","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",45
