"Notes","Year","Year Code","State of Residence","State of Residence Code","Month Prenatal Care Began","Month Prenatal Care Began Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2020","2020","Utah","49","4th month","04","Vaginal","1","None checked","1",2948
,"2020","2020","Utah","49","4th month","04","Cesarean","2","At least one checked","0",29
,"2020","2020","Utah","49","4th month","04","Cesarean","2","None checked","1",802
,"2020","2020","Utah","49","5th month","05","Vaginal","1","At least one checked","0",18
,"2020","2020","Utah","49","5th month","05","Vaginal","1","None checked","1",1266
,"2020","2020","Utah","49","5th month","05","Cesarean","2","At least one checked","0",11
,"2020","2020","Utah","49","5th month","05","Cesarean","2","None checked","1",361
,"2020","2020","Utah","49","6th month","06","Vaginal","1","At least one checked","0",10
,"2020","2020","Utah","49","6th month","06","Vaginal","1","None checked","1",667
,"2020","2020","Utah","49","6th month","06","Cesarean","2","At least one checked","0",12
,"2020","2020","Utah","49","6th month","06","Cesarean","2","None checked","1",196
,"2020","2020","Utah","49","7th month","07","Vaginal","1","None checked","1",509
,"2020","2020","Utah","49","7th month","07","Cesarean","2","None checked","1",161
,"2020","2020","Utah","49","8th month","08","Vaginal","1","None checked","1",410
,"2020","2020","Utah","49","8th month","08","Cesarean","2","None checked","1",120
,"2020","2020","Utah","49","9th month","09","Vaginal","1","None checked","1",194
,"2020","2020","Utah","49","9th month","09","Cesarean","2","None checked","1",55
,"2020","2020","Utah","49","Unknown or Not Stated","99","Vaginal","1","None checked","1",329
,"2020","2020","Utah","49","Unknown or Not Stated","99","Cesarean","2","None checked","1",160
,"2020","2020","Vermont","50","No prenatal care","00","Vaginal","1","None checked","1",22
,"2020","2020","Vermont","50","1st month","01","Vaginal","1","None checked","1",97
,"2020","2020","Vermont","50","1st month","01","Cesarean","2","None checked","1",44
,"2020","2020","Vermont","50","2nd month","02","Vaginal","1","At least one checked","0",47
,"2020","2020","Vermont","50","2nd month","02","Vaginal","1","None checked","1",1692
,"2020","2020","Vermont","50","2nd month","02","Cesarean","2","None checked","1",625
,"2020","2020","Vermont","50","3rd month","03","Vaginal","1","At least one checked","0",24
,"2020","2020","Vermont","50","3rd month","03","Vaginal","1","None checked","1",1409
,"2020","2020","Vermont","50","3rd month","03","Cesarean","2","None checked","1",540
,"2020","2020","Vermont","50","4th month","04","Vaginal","1","None checked","1",235
,"2020","2020","Vermont","50","4th month","04","Cesarean","2","None checked","1",79
,"2020","2020","Vermont","50","5th month","05","Vaginal","1","None checked","1",80
,"2020","2020","Vermont","50","5th month","05","Cesarean","2","None checked","1",26
,"2020","2020","Vermont","50","6th month","06","Vaginal","1","None checked","1",39
,"2020","2020","Vermont","50","6th month","06","Cesarean","2","None checked","1",22
,"2020","2020","Vermont","50","7th month","07","Vaginal","1","None checked","1",43
,"2020","2020","Vermont","50","8th month","08","Vaginal","1","None checked","1",19
,"2020","2020","Vermont","50","Unknown or Not Stated","99","Vaginal","1","None checked","1",20
,"2020","2020","Virginia","51","No prenatal care","00","Vaginal","1","None checked","1",824
,"2020","2020","Virginia","51","No prenatal care","00","Cesarean","2","None checked","1",283
,"2020","2020","Virginia","51","1st month","01","Vaginal","1","At least one checked","0",11
,"2020","2020","Virginia","51","1st month","01","Vaginal","1","None checked","1",2562
,"2020","2020","Virginia","51","1st month","01","Cesarean","2","None checked","1",1562
,"2020","2020","Virginia","51","2nd month","02","Vaginal","1","At least one checked","0",207
,"2020","2020","Virginia","51","2nd month","02","Vaginal","1","None checked","1",25254
,"2020","2020","Virginia","51","2nd month","02","Cesarean","2","At least one checked","0",60
,"2020","2020","Virginia","51","2nd month","02","Cesarean","2","None checked","1",12575
,"2020","2020","Virginia","51","2nd month","02","Unknown or Not Stated","9","None checked","1",10
,"2020","2020","Virginia","51","3rd month","03","Vaginal","1","At least one checked","0",160
,"2020","2020","Virginia","51","3rd month","03","Vaginal","1","None checked","1",21468
,"2020","2020","Virginia","51","3rd month","03","Cesarean","2","At least one checked","0",50
,"2020","2020","Virginia","51","3rd month","03","Cesarean","2","None checked","1",10338
,"2020","2020","Virginia","51","3rd month","03","Unknown or Not Stated","9","None checked","1",10
,"2020","2020","Virginia","51","4th month","04","Vaginal","1","At least one checked","0",25
,"2020","2020","Virginia","51","4th month","04","Vaginal","1","None checked","1",5551
,"2020","2020","Virginia","51","4th month","04","Cesarean","2","At least one checked","0",16
,"2020","2020","Virginia","51","4th month","04","Cesarean","2","None checked","1",2439
,"2020","2020","Virginia","51","5th month","05","Vaginal","1","At least one checked","0",15
,"2020","2020","Virginia","51","5th month","05","Vaginal","1","None checked","1",2744
,"2020","2020","Virginia","51","5th month","05","Cesarean","2","None checked","1",1222
,"2020","2020","Virginia","51","6th month","06","Vaginal","1","None checked","1",1531
,"2020","2020","Virginia","51","6th month","06","Cesarean","2","None checked","1",689
,"2020","2020","Virginia","51","7th month","07","Vaginal","1","None checked","1",1128
,"2020","2020","Virginia","51","7th month","07","Cesarean","2","None checked","1",533
,"2020","2020","Virginia","51","8th month","08","Vaginal","1","None checked","1",857
,"2020","2020","Virginia","51","8th month","08","Cesarean","2","At least one checked","0",10
,"2020","2020","Virginia","51","8th month","08","Cesarean","2","None checked","1",363
,"2020","2020","Virginia","51","9th month","09","Vaginal","1","None checked","1",372
,"2020","2020","Virginia","51","9th month","09","Cesarean","2","None checked","1",144
,"2020","2020","Virginia","51","Unknown or Not Stated","99","Vaginal","1","None checked","1",1116
,"2020","2020","Virginia","51","Unknown or Not Stated","99","Cesarean","2","None checked","1",503
,"2020","2020","Washington","53","No prenatal care","00","Vaginal","1","None checked","1",622
,"2020","2020","Washington","53","No prenatal care","00","Cesarean","2","None checked","1",215
,"2020","2020","Washington","53","1st month","01","Vaginal","1","At least one checked","0",32
,"2020","2020","Washington","53","1st month","01","Vaginal","1","None checked","1",1732
,"2020","2020","Washington","53","1st month","01","Vaginal","1","Unknown or Not Stated","9",17
,"2020","2020","Washington","53","1st month","01","Cesarean","2","At least one checked","0",12
,"2020","2020","Washington","53","1st month","01","Cesarean","2","None checked","1",735
,"2020","2020","Washington","53","1st month","01","Cesarean","2","Unknown or Not Stated","9",11
,"2020","2020","Washington","53","1st month","01","Unknown or Not Stated","9","None checked","1",13
,"2020","2020","Washington","53","2nd month","02","Vaginal","1","At least one checked","0",380
,"2020","2020","Washington","53","2nd month","02","Vaginal","1","None checked","1",21918
,"2020","2020","Washington","53","2nd month","02","Vaginal","1","Unknown or Not Stated","9",103
,"2020","2020","Washington","53","2nd month","02","Cesarean","2","At least one checked","0",91
,"2020","2020","Washington","53","2nd month","02","Cesarean","2","None checked","1",8886
,"2020","2020","Washington","53","2nd month","02","Cesarean","2","Unknown or Not Stated","9",59
,"2020","2020","Washington","53","2nd month","02","Unknown or Not Stated","9","None checked","1",41
,"2020","2020","Washington","53","2nd month","02","Unknown or Not Stated","9","Unknown or Not Stated","9",10
,"2020","2020","Washington","53","3rd month","03","Vaginal","1","At least one checked","0",256
,"2020","2020","Washington","53","3rd month","03","Vaginal","1","None checked","1",17811
,"2020","2020","Washington","53","3rd month","03","Vaginal","1","Unknown or Not Stated","9",49
,"2020","2020","Washington","53","3rd month","03","Cesarean","2","At least one checked","0",92
,"2020","2020","Washington","53","3rd month","03","Cesarean","2","None checked","1",7110
,"2020","2020","Washington","53","3rd month","03","Cesarean","2","Unknown or Not Stated","9",28
,"2020","2020","Washington","53","3rd month","03","Unknown or Not Stated","9","None checked","1",27
,"2020","2020","Washington","53","3rd month","03","Unknown or Not Stated","9","Unknown or Not Stated","9",10
,"2020","2020","Washington","53","4th month","04","Vaginal","1","At least one checked","0",83
,"2020","2020","Washington","53","4th month","04","Vaginal","1","None checked","1",4583
,"2020","2020","Washington","53","4th month","04","Cesarean","2","At least one checked","0",24
,"2020","2020","Washington","53","4th month","04","Cesarean","2","None checked","1",1720
,"2020","2020","Washington","53","5th month","05","Vaginal","1","At least one checked","0",30
,"2020","2020","Washington","53","5th month","05","Vaginal","1","None checked","1",2188
,"2020","2020","Washington","53","5th month","05","Cesarean","2","At least one checked","0",17
,"2020","2020","Washington","53","5th month","05","Cesarean","2","None checked","1",866
,"2020","2020","Washington","53","6th month","06","Vaginal","1","At least one checked","0",17
,"2020","2020","Washington","53","6th month","06","Vaginal","1","None checked","1",1350
,"2020","2020","Washington","53","6th month","06","Cesarean","2","At least one checked","0",12
,"2020","2020","Washington","53","6th month","06","Cesarean","2","None checked","1",546
,"2020","2020","Washington","53","7th month","07","Vaginal","1","None checked","1",1269
,"2020","2020","Washington","53","7th month","07","Cesarean","2","None checked","1",545
,"2020","2020","Washington","53","8th month","08","Vaginal","1","At least one checked","0",19
,"2020","2020","Washington","53","8th month","08","Vaginal","1","None checked","1",917
,"2020","2020","Washington","53","8th month","08","Cesarean","2","None checked","1",404
,"2020","2020","Washington","53","9th month","09","Vaginal","1","None checked","1",319
,"2020","2020","Washington","53","9th month","09","Cesarean","2","None checked","1",129
,"2020","2020","Washington","53","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",82
,"2020","2020","Washington","53","Unknown or Not Stated","99","Vaginal","1","None checked","1",5294
,"2020","2020","Washington","53","Unknown or Not Stated","99","Vaginal","1","Unknown or Not Stated","9",125
,"2020","2020","Washington","53","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",41
,"2020","2020","Washington","53","Unknown or Not Stated","99","Cesarean","2","None checked","1",2015
,"2020","2020","Washington","53","Unknown or Not Stated","99","Cesarean","2","Unknown or Not Stated","9",60
,"2020","2020","Washington","53","Unknown or Not Stated","99","Unknown or Not Stated","9","None checked","1",21
,"2020","2020","Washington","53","Unknown or Not Stated","99","Unknown or Not Stated","9","Unknown or Not Stated","9",31
,"2020","2020","West Virginia","54","No prenatal care","00","Vaginal","1","None checked","1",250
,"2020","2020","West Virginia","54","No prenatal care","00","Cesarean","2","None checked","1",111
,"2020","2020","West Virginia","54","1st month","01","Vaginal","1","None checked","1",474
,"2020","2020","West Virginia","54","1st month","01","Cesarean","2","None checked","1",266
,"2020","2020","West Virginia","54","2nd month","02","Vaginal","1","At least one checked","0",69
,"2020","2020","West Virginia","54","2nd month","02","Vaginal","1","None checked","1",5290
,"2020","2020","West Virginia","54","2nd month","02","Vaginal","1","Unknown or Not Stated","9",36
,"2020","2020","West Virginia","54","2nd month","02","Cesarean","2","At least one checked","0",32
,"2020","2020","West Virginia","54","2nd month","02","Cesarean","2","None checked","1",2741
,"2020","2020","West Virginia","54","2nd month","02","Cesarean","2","Unknown or Not Stated","9",41
,"2020","2020","West Virginia","54","3rd month","03","Vaginal","1","At least one checked","0",44
,"2020","2020","West Virginia","54","3rd month","03","Vaginal","1","None checked","1",2984
,"2020","2020","West Virginia","54","3rd month","03","Vaginal","1","Unknown or Not Stated","9",18
,"2020","2020","West Virginia","54","3rd month","03","Cesarean","2","At least one checked","0",21
,"2020","2020","West Virginia","54","3rd month","03","Cesarean","2","None checked","1",1573
,"2020","2020","West Virginia","54","3rd month","03","Cesarean","2","Unknown or Not Stated","9",27
,"2020","2020","West Virginia","54","4th month","04","Vaginal","1","None checked","1",877
,"2020","2020","West Virginia","54","4th month","04","Cesarean","2","None checked","1",432
,"2020","2020","West Virginia","54","5th month","05","Vaginal","1","None checked","1",461
,"2020","2020","West Virginia","54","5th month","05","Cesarean","2","None checked","1",205
,"2020","2020","West Virginia","54","6th month","06","Vaginal","1","None checked","1",305
,"2020","2020","West Virginia","54","6th month","06","Cesarean","2","None checked","1",149
,"2020","2020","West Virginia","54","7th month","07","Vaginal","1","None checked","1",227
,"2020","2020","West Virginia","54","7th month","07","Cesarean","2","None checked","1",114
,"2020","2020","West Virginia","54","8th month","08","Vaginal","1","None checked","1",183
,"2020","2020","West Virginia","54","8th month","08","Cesarean","2","None checked","1",76
,"2020","2020","West Virginia","54","9th month","09","Vaginal","1","None checked","1",80
